Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
222010,Central Island,13959,Uncertain Eruption,Kenya,1,,1974,,7,?,22,,,,1974,,7,,27,1,3.496,36.04
332010,Kilauea,10110,Confirmed Eruption,United States,0,,1974,,7,,19,,Historical Observations,,1974,,7,,22,,19.421,-155.287
355100,Lascar,11862,Uncertain Eruption,Chile,1,,1974,,7,,16,15,,,1974,,9,,16,15,-23.37,-67.73
312160,Trident,20236,Confirmed Eruption,United States,3,,1974,,7,,15,45,Historical Observations,,,,,,,,58.236,-155.1
284080,Sumisujima,18336,Uncertain Eruption,Japan,0,,1974,,7,,6,,,,1974,,7,,6,,31.44,140.051
290030,Chachadake [Tiatia],18741,Discredited Eruption,Japan,,,1974,,7,,2,182,,,1975,,7,,2,182,44.353,146.252
351080,Galeras,11371,Confirmed Eruption,Colombia,1,,1974,,7,,2,182,Historical Observations,,1983,,7,?,2,182,1.22,-77.37
263340,Raung,16141,Confirmed Eruption,Indonesia,2,,1974,,6,,15,,Historical Observations,,1974,,7,?,17,,-8.119,114.056
282050,Kuchinoerabujima,16977,Confirmed Eruption,Japan,1,,1974,,6,,3,,Historical Observations,,1974,,6,,3,,30.443,130.217
263180,Slamet,15257,Uncertain Eruption,Indonesia,2,,1974,,5,,29,,,,1974,,5,,29,,-7.242,109.208
300260,Klyuchevskoy,19459,Confirmed Eruption,Russia,3,,1974,,4,,8,,Historical Observations,,1974,,12,?,16,15,56.056,160.642
312030,Pavlof,20139,Confirmed Eruption,United States,1,,1974,,3,,12,,Historical Observations,,1974,,3,?,24,,55.417,-161.894
264010,Batur,16202,Confirmed Eruption,Indonesia,2,,1974,,3,,12,,Historical Observations,,1974,,4,,16,15,-8.242,115.375
251020,Manam,14927,Confirmed Eruption,Papua New Guinea,3,,1974,,3,?,4,,Historical Observations,,1999,,11,?,9,,-4.08,145.037
345060,Irazu,11230,Discredited Eruption,Costa Rica,,,1974,,3,,2,,,,1974,,3,,7,,9.979,-83.852
283220,Chokaisan,18034,Confirmed Eruption,Japan,1,,1974,,3,,1,,Historical Observations,,1974,,4,,30,,39.099,140.049
284010,Izu-Oshima,18241,Confirmed Eruption,Japan,1,,1974,,2,,28,,Historical Observations,,1974,,6,,20,,34.724,139.394
261230,Dempo,15572,Confirmed Eruption,Indonesia,2,,1974,,2,,26,,Historical Observations,,1974,,10,,20,,-4.016,103.121
311120,Great Sitkin,19739,Confirmed Eruption,United States,2,,1974,,2,,19,,Historical Observations,,1974,,9,,16,15,52.076,-176.13
243100,Fonualei,14784,Uncertain Eruption,Tonga,1,,1974,,2,,16,,,,,,,,,,-18.023,-174.317
251030,Karkar,14946,Confirmed Eruption,Papua New Guinea,2,,1974,,2,,14,,Historical Observations,,1974,,8,,8,,-4.649,145.964
311320,Akutan,20024,Confirmed Eruption,United States,2,,1974,,2,<,11,,Historical Observations,,,,,,,,54.134,-165.986
257070,Kuwae,15347,Confirmed Eruption,Vanuatu,0,,1974,,2,,4,4,Historical Observations,,1974,,9,?,16,15,-16.829,168.536
211060,Etna,13800,Confirmed Eruption,Italy,2,,1974,,1,,30,,Historical Observations,,1974,,3,,29,,37.748,14.999
257050,Lopevi,15309,Confirmed Eruption,Vanuatu,2,,1974,,1,,16,15,Historical Observations,,1974,,10,,7,,-16.507,168.346
284120,Ioto,18412,Uncertain Eruption,Japan,0,,1974,,1,,16,15,,,1974,,2,,2,,24.751,141.289
344120,Concepcion,11064,Confirmed Eruption,Nicaragua,2,,1973,,12,,24,,Historical Observations,,1974,,1,,12,,11.538,-85.622
284130,Fukutoku-Oka-no-Ba,17597,Confirmed Eruption,Japan,2,,1973,,12,,18,,Historical Observations,,1974,,2,,16,,24.285,141.481
353010,Fernandina,11668,Confirmed Eruption,Ecuador,2,,1973,,12,,9,,Historical Observations,,1973,,12,,16,1,-0.37,-91.55
264250,Iliwerung,16346,Confirmed Eruption,Indonesia,2,,1973,,12,,5,,Historical Observations,,1974,,8,,22,,-8.532,123.573
352010,Reventador,11444,Confirmed Eruption,Ecuador,3,,1973,,11,,16,15,Historical Observations,,1974,,7,,16,15,-0.077,-77.656
312030,Pavlof,20138,Confirmed Eruption,United States,2,,1973,,11,,12,,Historical Observations,,1973,,11,,13,,55.417,-161.894
332010,Kilauea,10109,Confirmed Eruption,United States,0,,1973,,11,,10,,Historical Observations,,1973,,12,,9,,19.421,-155.287
282050,Kuchinoerabujima,16976,Confirmed Eruption,Japan,2,,1973,,11,,5,,Historical Observations,,1973,,11,,19,,30.443,130.217
241100,Ruapehu,14640,Confirmed Eruption,New Zealand,1,,1973,,10,,31,,Historical Observations,,1974,,10,,25,,-39.28,175.57
264150,Paluweh,16269,Confirmed Eruption,Indonesia,2,,1973,,10,,27,,Historical Observations,,1973,,10,,28,,-8.32,121.708
353020,Wolf,11689,Uncertain Eruption,Ecuador,,,1973,,10,,25,,,,1973,,10,,29,,0.02,-91.35
300240,Tolbachik,19322,Uncertain Eruption,Russia,1,,1973,,10,,16,15,,,1974,,12,,16,15,55.832,160.326
241130,Rumble III,14674,Confirmed Eruption,New Zealand,0,,1973,,10,,15,,Hydrophonic,,1973,,10,,17,,-35.745,178.478
257020,Gaua,15225,Confirmed Eruption,Vanuatu,2,,1973,,10,,9,,Historical Observations,,1974,,1,,21,,-14.27,167.5
252120,Ulawun,15052,Confirmed Eruption,Papua New Guinea,2,,1973,,10,,4,,Historical Observations,,1973,,10,,19,,-5.05,151.33
284133,Fukujin,18434,Confirmed Eruption,United States,1,,1973,,9,,27,,Historical Observations,,1974,,3,,5,,21.93,143.47
266100,Lokon-Empung,16454,Confirmed Eruption,Indonesia,1,,1973,,9,,15,,Historical Observations,,1974,,12,,16,15,1.358,124.792
311160,Atka Volcanic Complex,19757,Confirmed Eruption,United States,0,,1973,,8,,25,2,Historical Observations,,,,,,,,52.331,-174.139
263180,Slamet,13404,Confirmed Eruption,Indonesia,1,,1973,,8,,16,15,Historical Observations,,,,,,,,-7.242,109.208
290360,Chikurachki,18853,Confirmed Eruption,Russia,2,,1973,,8,,10,,Historical Observations,,1973,,9,,28,,50.324,155.461
290120,Kolokol Group,18774,Confirmed Eruption,Russia,1,,1973,,7,,25,,Historical Observations,,1973,,7,?,26,,46.042,150.083
261140,Marapi,15467,Confirmed Eruption,Indonesia,2,,1973,,7,,24,,Historical Observations,,1973,,7,,24,,-0.38,100.474
357070,"Chillan, Nevados de",11991,Confirmed Eruption,Chile,2,,1973,,7,,16,15,Historical Observations,,1986,,7,,2,182,-36.868,-71.378
290030,Chachadake [Tiatia],18740,Confirmed Eruption,Japan,4,,1973,,7,,14,,Historical Observations,,1973,,7,,28,,44.353,146.252
243102,Curacoa,14775,Confirmed Eruption,Tonga,3,,1973,,7,,11,,Historical Observations,,1973,,7,,16,,-15.62,-173.67
244000,Vailulu'u,14801,Confirmed Eruption,United States,0,,1973,,7,,10,,Hydrophonic,,1973,,7,,10,,-14.215,-169.058
290390,Alaid,18886,Uncertain Eruption,Russia,,,1973,,7,,2,182,,,,,,,,,50.861,155.565
290070,Etorofu-Yakeyama [Grozny Group],18753,Confirmed Eruption,Japan,2,,1973,,5,,16,,Historical Observations,,1973,,5,,17,,45.012,147.871
263340,Raung,16140,Confirmed Eruption,Indonesia,1,,1973,,5,,16,15,Historical Observations,,1973,,10,,16,15,-8.119,114.056
351080,Galeras,11370,Uncertain Eruption,Colombia,2,,1973,,5,,16,15,,,,,,,,,1.22,-77.37
233020,"Fournaise, Piton de la",14364,Confirmed Eruption,France,2,,1973,,5,,10,,Historical Observations,,1973,,9,?,5,,-21.244,55.708
257070,Kuwae,15346,Uncertain Eruption,Vanuatu,0,,1973,,5,,5,4,,,1973,,10,,16,15,-16.829,168.536
257060,Epi,13366,Uncertain Eruption,Vanuatu,0,,1973,,5,,5,4,,,1973,,10,,26,5,-16.68,168.37
332010,Kilauea,10108,Confirmed Eruption,United States,0,,1973,,5,,5,,Historical Observations,,1973,,5,,5,,19.421,-155.287
251050,Long Island,14963,Confirmed Eruption,Papua New Guinea,2,,1973,,4,,16,15,Historical Observations,,1974,,2,,28,,-5.358,147.12
264220,Iliboleng,16321,Confirmed Eruption,Indonesia,2,,1973,,4,,16,15,Historical Observations,,1974,,4,,16,15,-8.342,123.258
257040,Ambrym,15277,Confirmed Eruption,Vanuatu,3,,1973,,4,,15,5,Historical Observations,,1976,,10,,14,,-16.25,168.12
284096,Nishinoshima,18358,Confirmed Eruption,Japan,2,,1973,,4,,12,,Historical Observations,,1974,,5,,5,4,27.247,140.874
264010,Batur,16201,Uncertain Eruption,Indonesia,1,,1973,,3,,30,90,Historical Observations,,,,,,,,-8.242,115.375
311320,Akutan,20023,Confirmed Eruption,United States,2,,1973,,3,?,16,15,Historical Observations,,1973,,5,,16,15,54.134,-165.986
252010,Langila,14997,Confirmed Eruption,Papua New Guinea,3,,1973,,2,,24,4,Historical Observations,,2000,,10,>,16,15,-5.525,148.42
342090,Fuego,10726,Confirmed Eruption,Guatemala,2,,1973,,2,,23,,Historical Observations,,1973,,3,,23,,14.473,-90.88
241050,Okataina,14524,Confirmed Eruption,New Zealand,1,,1973,,2,,22,,Historical Observations,,1973,,2,,22,,-38.12,176.5
283110,Asamayama,17804,Confirmed Eruption,Japan,2,,1973,,2,,1,,Historical Observations,,1973,,5,,24,,36.406,138.523
341040,Colima,10468,Uncertain Eruption,Mexico,1,,1973,,1,,30,,,,,,,,,,19.514,-103.62
261230,Dempo,15571,Confirmed Eruption,Indonesia,2,,1973,,1,,24,,Historical Observations,,1973,,1,,25,,-4.016,103.121
372010,Vestmannaeyjar,12558,Confirmed Eruption,Iceland,3,,1973,,1,,23,,Historical Observations,,1973,,6,,28,,63.416,-20.266
282110,Asosan,17336,Confirmed Eruption,Japan,2,,1973,,1,,16,15,Historical Observations,,1975,,6,,16,15,32.884,131.104
290070,Etorofu-Yakeyama [Grozny Group],18752,Confirmed Eruption,Japan,1,,1973,,1,,16,15,Historical Observations,,1973,,1,,16,15,45.012,147.871
376010,Jan Mayen,12971,Confirmed Eruption,Norway,1,,1973,,1,,15,45,Historical Observations,,,,,,,,71.082,-8.155
266030,Soputan,16427,Confirmed Eruption,Indonesia,2,,1973,,1,,6,,Historical Observations,,1973,,5,,27,,1.112,124.737
390020,Erebus,13162,Confirmed Eruption,Antarctica,2,,1972,,12,<,16,15,Historical Observations,>,2022,,1,,27,,-77.53,167.17
241080,Tongariro,14602,Confirmed Eruption,New Zealand,3,,1972,,11,,22,,Historical Observations,,1974,,8,,19,,-39.157,175.632
342080,Acatenango,10655,Confirmed Eruption,Guatemala,1,,1972,,11,,12,,Historical Observations,,1972,,12,,16,15,14.501,-90.876
255060,Kavachi,15161,Confirmed Eruption,Solomon Islands,0,,1972,,10,,24,,Historical Observations,,,,,,,,-8.991,157.979
241100,Ruapehu,14639,Confirmed Eruption,New Zealand,1,,1972,,10,,22,,Historical Observations,,1973,,1,,10,,-39.28,175.57
264150,Paluweh,16268,Confirmed Eruption,Indonesia,3,,1972,,10,,22,,Historical Observations,,1973,,1,,16,,-8.32,121.708
251070,Ritter Island,14973,Confirmed Eruption,Papua New Guinea,1,,1972,,10,,9,,Historical Observations,,1972,,10,,9,,-5.519,148.115
263250,Merapi,15916,Confirmed Eruption,Indonesia,2,,1972,,10,,6,,Historical Observations,,1985,,3,,16,15,-7.54,110.446
284130,Fukutoku-Oka-no-Ba,17596,Uncertain Eruption,Japan,0,,1972,,10,,1,,,,1972,,10,,1,,24.285,141.481
390030,Deception Island,13196,Uncertain Eruption,Antarctica,,,1972,,9,,29,,,,1972,,9,,29,,-63.001,-60.652
311320,Akutan,20022,Uncertain Eruption,United States,2,,1972,,9,?,16,15,,,,,,,,,54.134,-165.986
233010,Karthala,14202,Confirmed Eruption,Comoros,1,,1972,,9,,8,,Historical Observations,,1972,,10,,5,,-11.75,43.38
282050,Kuchinoerabujima,16975,Confirmed Eruption,Japan,2,,1972,,9,,2,,Historical Observations,,1972,,9,,2,,30.443,130.217
358020,Calbuco,12263,Confirmed Eruption,Chile,2,,1972,,8,,26,,Historical Observations,,1972,,8,,26,,-41.33,-72.618
352010,Reventador,11443,Confirmed Eruption,Ecuador,2,,1972,,7,,16,15,Historical Observations,,1972,,9,,16,15,-0.077,-77.656
360160,Kick 'em Jenny,12462,Confirmed Eruption,Grenada,0,,1972,,7,,5,,Hydrophonic,,1972,,7,,5,,12.3,-61.64
333020,Rocard,10304,Confirmed Eruption,France,0,,1972,,7,,4,,Hydrophonic,,1972,,7,,19,,-17.662,-148.586
255020,Bagana,15138,Confirmed Eruption,Papua New Guinea,2,,1972,,7,,2,182,Historical Observations,,1995,,7,>,2,182,-6.137,155.196
358060,Lautaro,12320,Confirmed Eruption,Chile,1,,1972,,7,,2,182,Historical Observations,,,,,,,,-49.019,-73.504
357070,"Chillan, Nevados de",11990,Uncertain Eruption,Chile,,,1972,,7,,2,182,,,,,,,,,-36.868,-71.378
357080,Antuco,19913,Discredited Eruption,Chile,,,1972,,7,,2,182,,,,,,,,,-37.406,-71.349
355100,Lascar,11861,Uncertain Eruption,Chile,2,,1972,,7,,2,182,,,,,,,,,-23.37,-67.73
355090,Putana,11842,Uncertain Eruption,Chile,,,1972,,7,,2,182,,,,,,,,,-22.557,-67.853
290390,Alaid,18885,Confirmed Eruption,Russia,3,,1972,,6,,18,,Historical Observations,,1972,,9,,11,,50.861,155.565
262000,Krakatau,15610,Confirmed Eruption,Indonesia,2,,1972,,6,,10,3,Historical Observations,,1973,,7,,1,30,-6.102,105.423
233020,"Fournaise, Piton de la",14363,Confirmed Eruption,France,2,,1972,,6,?,9,,Historical Observations,,1973,,1,?,16,,-21.244,55.708
353010,Fernandina,11667,Confirmed Eruption,Ecuador,0,,1972,,6,,4,45,Historical Observations,,,,,,,,-0.37,-91.55
257060,Epi,13365,Uncertain Eruption,Vanuatu,0,,1972,,5,,15,5,,,1972,,6,,25,5,-16.68,168.37
290160,Unnamed,18786,Confirmed Eruption,Russia,0,,1972,,4,,29,,Hydrophonic,,1972,,4,,30,,46.47,151.28
257040,Ambrym,15276,Confirmed Eruption,Vanuatu,3,,1972,,4,,15,,Historical Observations,,1972,,8,,15,,-16.25,168.12
241080,Tongariro,14601,Confirmed Eruption,New Zealand,2,,1972,,3,,19,,Historical Observations,,1972,,6,,6,,-39.157,175.632
300040,Zheltovsky,18920,Uncertain Eruption,Russia,1,,1972,,3,,16,15,,,,,,,,,51.577,157.328
373010,Grimsvotn,12837,Uncertain Eruption,Iceland,0,,1972,,3,,16,15,,,1972,,4,,16,15,64.416,-17.316
257070,Kuwae,15345,Uncertain Eruption,Vanuatu,0,,1972,,3,,5,5,,,1972,,5,,15,5,-16.829,168.536
345040,Poas,11173,Confirmed Eruption,Costa Rica,2,,1972,,2,,9,,Historical Observations,,1973,,9,,8,,10.2,-84.233
263310,Tengger Caldera,16055,Confirmed Eruption,Indonesia,2,,1972,,1,,26,,Historical Observations,,1972,,3,,16,15,-7.942,112.95
264010,Batur,16200,Confirmed Eruption,Indonesia,2,,1972,,1,,19,,Historical Observations,,1972,,3,,16,15,-8.242,115.375
267020,Karangetang,16527,Confirmed Eruption,Indonesia,3,,1972,,1,,16,15,Historical Observations,,1976,,4,,5,,2.781,125.407
250030,Central Bismarck Sea,14860,Confirmed Eruption,Papua New Guinea,0,,1972,,1,,8,,Hydrophonic,,1972,,1,,12,,-3.03,147.78
390020,Erebus,13161,Confirmed Eruption,Antarctica,1,,1972,,1,?,3,,Historical Observations,,,,,,,,-77.53,167.17
357110,Llaima,12064,Confirmed Eruption,Chile,2,,1971,,12,,1,30,Historical Observations,,1972,,3,,12,,-38.692,-71.729
300260,Klyuchevskoy,19458,Confirmed Eruption,Russia,1,,1971,,11,,16,15,Historical Observations,,1973,,12,,16,15,56.056,160.642
263210,Sundoro,15804,Confirmed Eruption,Indonesia,2,,1971,,10,,29,,Historical Observations,,1971,,11,,9,,-7.302,109.996
357120,Villarrica,12165,Confirmed Eruption,Chile,2,,1971,,10,,29,,Historical Observations,,1972,,2,,21,,-39.42,-71.93
257060,Epi,15329,Uncertain Eruption,Vanuatu,0,,1971,,10,,28,,,,1971,,11,?,15,,-16.68,168.37
383010,La Palma,13058,Confirmed Eruption,Spain,2,,1971,,10,,26,,Historical Observations,,1971,,11,,18,,28.57,-17.83
313010,Augustine,20271,Confirmed Eruption,United States,1,,1971,,10,,7,,Historical Observations,,1971,,10,,8,,59.363,-153.43
360150,Soufriere St. Vincent,12454,Confirmed Eruption,Saint Vincent and the Grenadines,0,,1971,,10,,4,6,Historical Observations,,1972,,3,,20,,13.33,-61.18
332010,Kilauea,10107,Confirmed Eruption,United States,0,,1971,,9,,24,,Historical Observations,,1971,,9,,29,,19.421,-155.287
211060,Etna,13799,Confirmed Eruption,Italy,2,,1971,,9,,19,,Historical Observations,,1979,,3,?,16,15,37.748,14.999
332000,Kama'ehuakanaloa,20728,Uncertain Eruption,United States,0,,1971,,9,,17,,,,1972,,9,,16,15,18.92,-155.27
342090,Fuego,10725,Confirmed Eruption,Guatemala,3,,1971,,9,,14,,Historical Observations,,1971,,9,,15,,14.473,-90.88
263340,Raung,16139,Confirmed Eruption,Indonesia,1,,1971,,9,,14,,Historical Observations,,1971,,9,,14,,-8.119,114.056
256010,Tinakula,15201,Confirmed Eruption,Solomon Islands,2,,1971,,9,,6,,Historical Observations,,1971,,12,,11,,-10.386,165.804
333020,Rocard,10256,Confirmed Eruption,France,0,,1971,,9,,6,,Hydrophonic,,,,,,,,-17.662,-148.586
332010,Kilauea,10106,Confirmed Eruption,United States,0,,1971,,8,,14,,Historical Observations,,1971,,8,,14,,19.421,-155.287
358057,"Hudson, Cerro",12298,Confirmed Eruption,Chile,3,,1971,,8,,12,,Historical Observations,,1971,,9,>,18,,-45.9,-72.97
282090,Kirishimayama,17160,Confirmed Eruption,Japan,1,,1971,,8,,5,,Historical Observations,,1971,,8,,5,,31.934,130.862
241040,Whakaari/White Island,14485,Confirmed Eruption,New Zealand,2,,1971,,7,,19,,Historical Observations,,1971,,7,,20,,-37.52,177.18
312110,Chiginagak,20198,Confirmed Eruption,United States,2,,1971,,7,,16,15,Historical Observations,,1971,,7,,16,15,57.135,-156.99
290380,Ebeko,18873,Uncertain Eruption,Russia,1,,1971,,7,,2,182,,,,,,,,,50.686,156.014
300260,Klyuchevskoy,19457,Confirmed Eruption,Russia,1,,1971,,6,,16,15,Historical Observations,,1971,,7,,16,15,56.056,160.642
264110,Iya,16260,Uncertain Eruption,Indonesia,1,,1971,,6,,16,15,,,1971,,6,,16,15,-8.891,121.641
261170,Kerinci,15520,Uncertain Eruption,Indonesia,1,,1971,,6,,16,15,,,1971,,6,,16,15,-1.697,101.264
266030,Soputan,16426,Confirmed Eruption,Indonesia,1,,1971,,5,,19,,Historical Observations,,1971,,5,,19,,1.112,124.737
257020,Gaua,15224,Confirmed Eruption,Vanuatu,2,,1971,,5,,12,,Historical Observations,,1971,,5,,13,,-14.27,167.5
266100,Lokon-Empung,16453,Confirmed Eruption,Indonesia,2,,1971,,5,,11,,Historical Observations,,1971,,10,,26,5,1.358,124.792
344020,San Cristobal,10880,Confirmed Eruption,Nicaragua,1,,1971,,5,,3,,Historical Observations,,1971,,7,,5,4,12.702,-87.004
241040,Whakaari/White Island,14484,Confirmed Eruption,New Zealand,2,,1971,,4,,9,3,Historical Observations,,,,,,,,-37.52,177.18
211060,Etna,13798,Confirmed Eruption,Italy,2,,1971,,4,,5,,Historical Observations,,1971,,6,,12,,37.748,14.999
284010,Izu-Oshima,18240,Confirmed Eruption,Japan,1,,1971,,4,,5,,Historical Observations,,1971,,4,,5,,34.724,139.394
241100,Ruapehu,14638,Confirmed Eruption,New Zealand,2,,1971,,4,,3,,Historical Observations,,1971,,11,,1,,-39.28,175.57
223020,Nyamulagira,14067,Confirmed Eruption,DR Congo,3,,1971,,3,,24,,Historical Observations,,1971,,5,,5,4,-1.408,29.2
284070,Myojinsho,18324,Uncertain Eruption,Japan,0,,1971,,3,,18,,,,,,,,,,31.888,139.918
300250,Bezymianny,19349,Confirmed Eruption,Russia,3,,1971,,3,,16,15,Historical Observations,,1974,,12,>,16,15,55.972,160.595
264010,Batur,16199,Confirmed Eruption,Indonesia,1,,1971,,3,,11,,Historical Observations,,1971,,8,>,25,,-8.242,115.375
257070,Kuwae,15344,Confirmed Eruption,Vanuatu,2,,1971,,2,,22,,Historical Observations,,1971,,2,,22,,-16.829,168.536
257040,Ambrym,15275,Confirmed Eruption,Vanuatu,2,,1971,,2,,3,,Historical Observations,,1971,,11,,5,,-16.25,168.12
344070,"Negro, Cerro",10964,Confirmed Eruption,Nicaragua,3,,1971,,2,,3,,Historical Observations,,1971,,2,,14,,12.506,-86.702
252010,Langila,14996,Confirmed Eruption,Papua New Guinea,2,,1971,,1,,26,5,Historical Observations,,1972,,7,,5,4,-5.525,148.42
264180,Lewotobi,16296,Confirmed Eruption,Indonesia,2,,1971,,1,,16,15,Historical Observations,,,,,,,,-8.542,122.775
263250,Merapi,15915,Uncertain Eruption,Indonesia,1,,1971,,1,,16,15,,,1971,,7,,26,,-7.54,110.446
267020,Karangetang,16526,Confirmed Eruption,Indonesia,2,,1970,,11,,27,,Historical Observations,,1971,,3,,16,15,2.781,125.407
273070,Taal,16858,Confirmed Eruption,Philippines,1,,1970,,11,,9,,Historical Observations,,1970,,11,,13,,14.002,120.993
283230,Akita-Komagatake,18053,Confirmed Eruption,Japan,2,,1970,,9,,18,,Historical Observations,,1971,,1,,26,,39.761,140.799
376010,Jan Mayen,12970,Confirmed Eruption,Norway,3,,1970,,9,,18,,Historical Observations,?,1972,,7,,2,182,71.082,-8.155
300240,Tolbachik,19321,Confirmed Eruption,Russia,2,,1970,,9,,16,15,Historical Observations,,1970,,12,,1,30,55.832,160.326
241100,Ruapehu,14637,Confirmed Eruption,New Zealand,1,,1970,,9,,16,,Historical Observations,,1970,,9,,17,,-39.28,175.57
257070,Kuwae,15343,Uncertain Eruption,Vanuatu,0,,1970,,9,,12,,,,1970,,9,,20,,-16.829,168.536
345020,Rincon de la Vieja,11098,Confirmed Eruption,Costa Rica,1,,1970,,8,,14,,Historical Observations,,1970,,8,,15,,10.83,-85.324
390030,Deception Island,13195,Confirmed Eruption,Antarctica,3,,1970,,8,,12,,Historical Observations,,,,,,,,-63.001,-60.652
261140,Marapi,15466,Confirmed Eruption,Indonesia,2,,1970,,7,,26,5,Historical Observations,,1971,,8,,20,,-0.38,100.474
345040,Poas,11172,Confirmed Eruption,Costa Rica,1,,1970,,7,,16,15,Historical Observations,,,,,,,,10.2,-84.233
371020,Reykjanes,19918,Uncertain Eruption,Iceland,0,?,1970,,7,,2,182,,,,,,,,,63.817,-22.717
261120,Sorikmarapi,15413,Confirmed Eruption,Indonesia,2,,1970,,7,,2,182,Historical Observations,,,,,,,,0.686,99.539
264180,Lewotobi,16295,Confirmed Eruption,Indonesia,2,,1970,,7,,2,182,Historical Observations,,,,,,,,-8.542,122.775
264270,Sirung,16364,Confirmed Eruption,Indonesia,2,,1970,,7,,2,182,Historical Observations,,,,,,,,-8.508,124.13
241130,Rumble III,14673,Confirmed Eruption,New Zealand,0,,1970,,7,,2,182,Hydrophonic,,,,,,,,-35.745,178.478
290070,Etorofu-Yakeyama [Grozny Group],18751,Confirmed Eruption,Japan,1,,1970,,7,,2,182,Historical Observations,,,,,,,,45.012,147.871
284210,Esmeralda Bank,18542,Uncertain Eruption,United States,0,,1970,1,7,,2,182,,,,,,,,,15,145.25
284010,Izu-Oshima,18239,Confirmed Eruption,Japan,1,,1970,,6,,30,,Historical Observations,,1970,,11,,12,,34.724,139.394
241040,Whakaari/White Island,14483,Confirmed Eruption,New Zealand,2,,1970,,6,,30,30,Historical Observations,,,,,,,,-37.52,177.18
333030,Moua Pihaa,10306,Confirmed Eruption,France,0,,1970,,6,,21,,Hydrophonic,,1970,,6,,23,,-18.325,-148.525
272020,Kanlaon,16733,Confirmed Eruption,Philippines,1,,1970,,6,,5,,Historical Observations,,1970,,8,,24,,10.412,123.132
